crc,rndinten,expinten
141089109,.0011359343,.3274143
141121578,.00062989042,.01683907
141149028,.0018739279,.63064879
141151160,.0038709182,.33906946
141151419,.0030706243,.30706245
141164244,.0010915197,.27162048
141177053,.00038350912,.084180251
141186304,.048875283,.020544389
141260017,.0072180452,1
141275622,.00025209304,.021228887
141282005,.0014951536,.34800988
141295420,.00037453184,1
141295535,.00049774634,.29652959
14129898X,.0040622759,.024814809
141302061,.010743801,.38842976
141303937,.018024784,.58227563
141304278,.016180661,.041858666
141310627,.0066469335,.49446955
141326020,.0029529012,.026074117
141330791,.0021914081,.39229983
141334194,.0080050826,.28405336
141356094,.018181818,.13266666
141370486,.01642625,.060432285
141371526,.025277037,.05784234
141372043,.0060665808,.061803292
141374209,.0022044654,.059695754
141374807,.0010155017,.83446771
141375359,.0042018574,.0062607671
141379157,.00037387837,.17289798
141380166,.0011027204,.57628345
141389574,.00015662401,.62058574
141390225,.0028503563,.35558194
141417328,.00019265701,.013898827
141417934,.0035959899,.88166279
141418347,.00096273533,.13280885
14141889X,.03343663,.13550973
141428553,.00082828209,.049245134
141429142,.00012137272,.12217633
141440245,.0024566473,1
141441563,.0043177893,.020941278
141450830,.0035223325,.49019128
141634672,.00044880225,.1189513
141638737,.0016972125,.34283081
141671262,.0004640788,.06169254
141674527,.001075963,.90688306
141676776,.0026089225,.85224801
141677162,.0021363718,.12462168
14167720X,.00097973901,.47027472
141685517,.0046674926,1
141697366,.0076411958,.11148948
141697550,.00093124731,.54544485
141736679,.0013531799,.43437079
141757664,.015078422,.014582734
141762295,.01098786,.37920749
141765322,.0024682651,1
141850068,.0067445608,.083294444
141850316,.0026421873,.032027416
141850471,.0033536728,.16316549
141850594,.00089102733,.035332661
141857315,.0022466122,.08860413
141861779,.021743622,.18981458
141870034,.000596111,.096331537
14194526X,.00065217394,.13532609
141945892,.0027432335,.014081932
141946852,.00053364504,.11691909
141950632,.00041131952,.023445211
141974589,.0099601597,1
142007531,.0029131654,.073229291
142020971,.011101308,.28811941
142022125,.00011090163,.1224354
14202274X,.0011820331,.029550828
142029888,.0040027448,.17886551
142030029,.0083487937,.15058751
142034505,.0044498383,.0036407767
142035671,.00017670619,.0089138458
142036201,.00027148094,.25722817
142042660,.0083542187,.27652463
142042935,.0074557317,.30382106
142051102,.0011085382,.024905158
142055314,.0016090105,.53258246
142069927,.017999999,.31285715
142076705,.076871656,.27606952
142100269,.0073394496,.094801225
142106265,.0012254902,.68811274
142111830,.017515589,.0070938133
142128763,.0029713116,.364959
142183658,.034844257,.008447093
142188790,.017029973,.038925651
142210767,.00019219902,.2331797
142215226,.0045269351,.25245208
14221627X,.004235486,.0091132615
142218734,.0030865201,.4793095
142220957,.000059549508,.080153637
142225475,.0033002589,.13697153
142232229,.0012137031,.044872068
142238153,.00013360741,.56265843
142243024,.0011149142,.88263071
142244342,.0014091207,.042007603
142248781,.005328401,.1371758
142257960,.00020323138,.3135139
142259296,.013197533,.84818053
142261695,.0019157088,.18007663
142267050,.007101086,.2364244
142274947,.014587691,.12782121
142277056,.0049105342,.087918743
142280183,.0041841003,.079218969
142281266,.0048163123,.049569346
142282103,.0094272243,.38137409
142290680,.01835656,.1258049
14231868X,.018673647,.34022689
142324684,.02042081,.0069800061
142418285,.0032784415,.046350379
142446913,.0034864547,.23698469
142472206,.01196143,.99963385
142475300,.00061284186,.71867496
142512140,.00070241163,.12362444
142512159,.00055035774,.32030821
142525275,.0036443148,.51311952
142545380,.00048449612,.7853682
142567643,.0061087357,.61087352
142570041,.0010343044,.11592828
14265267X,.006876559,.28382659
142711019,.00097964052,.0070704487
142714981,.019020248,.0083210291
142810439,.0010119204,.040497057
142825198,.0050259675,.026805161
142826959,.020080321,.28273094
142861666,.01517094,.0021367522
142880808,.000411152,.91177851
142885019,.00053490238,.56164747
142913112,.011453921,.11634479
142913251,.00025321372,.85657978
142914326,.0089995945,.87089014
142916567,.0010573398,.000089771107
142918204,.024087435,.21339755
142919274,.011627311,.62296325
142924161,.0086953519,.016776191
142936883,.00045588636,.0053858203
142939662,.0032181828,.35074422
142939988,.010001796,.13503423
142947849,.00053429877,.37253472
143003938,.000071397473,.10117196
143011639,.015493738,.016734807
143036115,.00038310172,.3876293
143036334,.0019044321,.012984765
143037951,.00020301271,.0064659547
143038655,.00098680158,.43752313
143039658,.001394393,.056803171
143041213,.001896183,.39633578
143041758,.0014766752,.095057406
14304182X,.0099866949,.1182175
143041950,.011474553,.068190932
143042531,.0013616028,.0097257346
143042574,.000033959317,.012610226
143043323,.0029691819,.71634072
143043753,.012790974,.23958771
14304465X,.0019491611,.16911484
143049039,.00211637,.036236648
143054524,.019212691,.0098512182
143056191,.00012570935,.0047859349
143062188,.0007175635,.19010116
143071842,.00018886387,.010050743
143072335,.01405076,.016839223
143074488,.0019554093,.099634506
143249567,.0089831809,.95871562
14325100X,.0002855192,1
143251683,.0025759619,.16216034
14325207X,.002736842,.28210527
143252838,.00051894208,.002942512
143253785,.00058677647,.066128604
143270059,.0085365856,1
143276557,.011659071,.56136316
143306867,.0026288982,.17094411
143310014,.00014575032,.41963273
143343780,.0010013351,1
143351713,.00052056223,.93076521
143359205,.00053728779,.11446916
143407641,.0089285718,1
143428792,.034153085,.046993148
143455889,.0059889206,.56864798
143471790,.0030534661,.46853402
143478116,.00032088306,.13733795
143520054,.0013658537,.98803252
143523212,.00030515715,.64886582
143529091,.000044981298,.01075053
143530367,.003194378,.048075389
143530682,.021100128,.0013019863
143587179,.00016419282,.52228642
143590132,.01123045,1
143593915,.00083194673,.099334441
143620928,.0058238637,.78125
143632435,.0020325202,1
143643644,.031053221,.1658242
